Trade Date,Index Value,High,Low,Total Market Value,Dividend Market Value
2014-10-08,171.85,172.41,171.02,4315679475397.0,0.0
2014-10-07,172.63,176.19,172.63,4335424341703.0,0.0
2014-10-06,176.41,178.45,176.41,4430267696285.0,0.0
2014-10-03,176.92,177.19,176.04,4443229223123.0,0.0
2014-10-02,175.01,178.55,175.01,4395026494423.0,0.0
2014-10-01,178.56,180.87,178.56,4484357033291.0,0.0
2014-09-30,181.24,181.25,179.8,4551981079984.0,0.0
2014-09-29,179.97,180.93,179.0,4520198561304.0,0.0
2014-09-26,180.44,180.93,179.4,4531760437993.0,0.0
2014-09-25,180.0,182.7,179.78,4520947979370.0,0.0
2014-09-24,182.22,182.22,180.99,4576635858036.0,0.0
2014-09-23,181.76,183.39,181.76,4564971674799.0,0.0
2014-09-22,183.53,184.15,182.88,4609473584447.0,0.0
2014-09-19,183.9,184.45,183.77,4618732613895.0,0.0
2014-09-18,183.55,183.55,182.45,4609951475453.0,0.0
2014-09-17,182.49,182.71,181.54,4583299824784.0,0.0
2014-09-16,181.05,181.05,179.82,4547206123956.0,0.0
2014-09-15,181.02,181.44,179.58,4546552368085.0,0.0
2014-09-12,180.65,180.76,179.98,4537053950021.0,0.0
2014-09-11,179.87,181.21,179.37,4517530029721.0,0.0
2014-09-10,180.42,180.51,179.31,4531321596912.0,0.0
2014-09-09,180.2,181.21,180.17,4525788794354.0,0.0
2014-09-08,181.43,181.43,180.46,4556681844227.0,0.0
2014-09-05,181.07,182.2,180.68,4547615509963.0,0.0
2014-09-04,182.29,182.67,181.56,4578368089668.0,0.0
2014-09-03,182.34,182.69,181.44,4579697064762.0,0.0
2014-09-02,180.99,181.54,180.64,4545572294907.0,0.0
2014-09-01,180.81,181.58,180.32,4541204578049.0,0.0
2014-08-29,181.07,181.25,180.24,4547649907663.0,9095299815326.0
2014-08-28,180.58,182.14,180.36,4536065417486.0,0.0
2014-08-27,182.43,182.45,181.9,4582415039771.0,0.0
2014-08-26,182.24,182.24,181.16,4577605826550.0,0.0
2014-08-25,181.79,181.79,180.75,4566371566550.0,0.0
2014-08-22,180.24,180.95,179.77,4527396834763.0,0.0
2014-08-21,180.59,180.59,179.26,4536195055120.0,0.0
2014-08-20,179.26,180.05,178.51,4502696212530.0,0.0
2014-08-19,179.56,179.56,178.73,4510292974286.0,0.0
2014-08-18,178.54,178.54,177.82,4484833687482.0,16599253164517.0
2014-08-15,176.4,178.31,176.4,4431161398729.0,0.0
2014-08-14,176.63,177.0,176.19,4436942583884.0,0.0
2014-08-13,177.41,177.41,176.61,4456556471289.0,30701217530708.0
2014-08-12,176.13,176.93,175.79,4425436779350.0,0.0
2014-08-11,176.88,176.96,174.74,4444264564586.0,0.0
2014-08-08,173.54,173.77,172.11,4360331129842.0,0.0
2014-08-07,174.16,175.96,174.16,4375992607574.0,0.0
2014-08-06,175.36,177.33,175.04,4406217124031.0,0.0
2014-08-05,178.21,178.49,177.62,4477824095514.0,0.0
2014-08-04,177.56,0.0,0.0,4461335392307.0,0.0
2014-08-01,177.51,180.21,177.45,4460084732362.0,0.0
2014-07-31,179.91,182.48,179.73,4506781445318.0,0.0
2014-07-30,182.26,182.85,182.0,4565471910294.0,0.0
2014-07-29,182.43,183.19,182.32,4569757111529.0,0.0
2014-07-28,182.68,183.75,182.11,4576120158517.0,0.0
2014-07-25,183.18,183.81,182.86,4588643405778.0,0.0
2014-07-24,183.51,183.74,182.41,4596869182851.0,0.0
2014-07-23,182.61,183.03,182.25,4574210138148.0,0.0
2014-07-22,182.61,182.64,181.57,4574303368835.0,0.0
2014-07-21,180.82,181.71,180.23,4529461795331.0,0.0
2014-07-18,181.41,181.56,179.99,4544250713222.0,0.0
2014-07-17,180.52,182.28,180.52,4521902069624.0,0.0
2014-07-16,182.47,182.47,180.45,4570878653659.0,0.0
2014-07-15,180.04,181.83,179.61,4510061903981.0,0.0
2014-07-14,181.53,181.61,179.67,4547229122596.0,0.0
2014-07-11,178.95,179.63,178.25,4482558664314.0,0.0
2014-07-10,178.59,181.32,178.23,4473590534004.0,0.0
2014-07-09,181.39,182.16,181.02,4543652406151.0,0.0
2014-07-08,181.69,184.01,181.69,4551238346452.0,0.0
2014-07-07,183.69,184.71,183.6,4601349190441.0,0.0
2014-07-04,184.27,185.35,184.27,4615982136359.0,0.0
2014-07-03,185.32,185.32,182.62,4642108185849.0,0.0
2014-07-02,182.29,182.52,181.87,4563927724943.0,0.0
2014-07-01,181.69,181.69,180.32,4541461547620.0,0.0
2014-06-30,180.78,181.59,180.57,4518005094290.0,0.0
2014-06-27,180.87,180.87,180.03,4520111391172.0,0.0
2014-06-26,179.98,0.0,0.0,4498580913363.0,0.0
2014-06-25,180.7,182.38,180.06,4516777348290.0,0.0
2014-06-24,183.13,183.14,182.44,4577383205251.0,0.0
2014-06-23,182.7,182.99,181.02,4566712857068.0,0.0
2014-06-19,181.5,182.12,181.13,4536595751922.0,0.0
2014-06-18,180.46,181.61,180.46,4510612216882.0,0.0
2014-06-17,180.99,181.72,180.49,4510669965236.0,0.0
2014-06-16,180.88,182.35,180.57,4508075962445.0,0.0
2014-06-13,182.18,183.25,181.29,4540334293277.0,0.0
2014-06-12,183.31,183.84,183.08,4568699124254.0,0.0
2014-06-11,183.46,184.61,183.24,4572309190258.0,0.0
2014-06-10,184.22,184.29,183.78,4591161025869.0,0.0
2014-06-09,184.35,184.35,0.0,4594420450033.0,0.0
2014-06-05,182.32,183.42,182.32,4544009096430.0,0.0
2014-06-04,183.26,183.3,182.51,4567409505854.0,0.0
2014-06-03,182.99,183.58,182.56,4560689013854.0,0.0
2014-06-02,183.55,184.26,183.37,4575428663230.0,0.0
2014-05-30,183.71,184.11,182.79,4579351806154.0,0.0
2014-05-28,182.79,183.18,182.32,4556437081485.0,79802030379531.0
2014-05-27,183.02,183.52,182.19,4564068253198.0,12551187696296.0
2014-05-26,182.79,0.0,0.0,4557876045100.0,12534159124025.0
2014-05-23,182.43,182.43,181.23,4549057382833.0,22745286914167.0
2014-05-22,181.93,182.14,181.39,4536914042539.0,12476513616983.0
2014-05-21,181.45,181.78,180.14,4524912983434.0,12443510704443.0
2014-05-20,180.96,181.39,180.96,4512429958079.0,22608684224336.0
2014-05-19,180.91,181.17,179.82,4511348192641.0,27817140173459.0
2014-05-16,180.9,181.38,180.36,4511201082020.0,23007125518302.0
2014-05-15,181.59,181.86,180.51,4687614515276.0,62110892327412.0
2014-05-14,180.76,180.76,180.03,4666214218008.0,135553523033140.0
2014-05-13,180.39,180.39,179.81,4662094743446.0,119116520695050.0
2014-05-12,179.29,179.29,178.12,4637604244610.0,25736535477600.0
2014-05-09,177.67,177.77,177.22,4596995689886.0,65507188580877.0
2014-05-08,177.71,177.71,176.15,4598310855209.0,125303970804460.0
2014-05-07,175.67,176.64,175.52,4550085033651.0,153565369885700.0
2014-05-06,176.58,177.94,176.26,4582968699728.0,26352070023436.0
2014-05-05,177.2,177.68,175.82,4600197363794.0,36505027210294.0
2014-05-02,177.25,0.0,0.0,4604344788363.0,12661948167998.0
2014-04-30,177.39,177.76,177.21,4608763511822.0,116371278673510.0
2014-04-29,177.17,177.17,175.74,4623871204357.0,55486454452287.0
2014-04-28,175.5,176.62,175.05,4582358331117.0,12601485410571.0
2014-04-25,175.81,176.6,175.53,4590108789619.0,45901087896185.0
2014-04-24,176.13,176.68,174.57,4599062303534.0,79112608900960.0
2014-04-23,174.46,175.65,174.38,4557210818002.0,12532329749507.0
2014-04-22,176.26,176.26,174.54,4603274527704.0,12659004951186.0
2014-04-17,172.86,0.0,0.0,4514356537604.0,12414480478411.0
2014-04-16,172.85,0.0,0.0,4514072206805.0,12413698568713.0
2014-04-15,171.14,0.0,0.0,4469422973296.0,12290913176563.0
2014-04-14,173.35,0.0,0.0,4527191323283.0,75830454664995.0
2014-04-11,172.78,173.5,171.13,4522383951359.0,68966355258218.0
2014-04-10,174.37,176.32,174.37,4568239709430.0,33576561864312.0
2014-04-09,175.46,175.88,174.98,4597210004378.0,116079552610550.0
2014-04-08,174.49,174.95,173.3,4572903764683.0,26522841835160.0
2014-04-07,174.29,174.97,174.11,4568148016975.0,12562407046680.0
2014-04-04,175.82,176.55,175.25,4608211751424.0,41473905762815.0
2014-04-03,175.36,176.01,175.28,4598569668207.0,109216029619920.0
2014-04-02,175.55,176.11,175.17,4623708105844.0,12715197291070.0
2014-04-01,175.28,175.44,174.32,4616604032719.0,12695661089978.0
2014-03-31,174.03,174.03,172.24,4584170504457.0,63032344436287.0
2014-03-28,171.66,171.99,171.21,4524465546700.0,39589073533622.0
2014-03-27,170.93,171.19,170.47,4506150124380.0,219674818563510.0
2014-03-26,171.5,172.43,171.3,4533580858123.0,62336736799190.0
2014-03-25,170.83,170.84,169.12,4525098986461.0,12444022212769.0
2014-03-24,168.82,171.31,168.82,4471917527032.0,12297773199337.0
2014-03-21,171.04,171.61,170.58,4530750569446.0,116223173802100.0
2014-03-20,170.58,170.61,169.48,4536072740305.0,45814334677076.0
2014-03-19,171.19,171.42,170.7,4563721768276.0,0.0
2014-03-18,170.9,171.17,169.19,4556074869205.0,0.0
2014-03-17,169.96,170.03,167.34,4531034860990.0,0.0
2014-03-14,167.27,167.55,166.22,4459239371044.0,0.0
2014-03-13,168.4,169.96,168.34,4489415378113.0,67341230671702.0
2014-03-12,169.41,170.48,168.95,4516962193489.0,0.0
2014-03-11,171.02,0.0,0.0,4559899667207.0,0.0
2014-03-10,171.07,172.05,170.52,4561401941644.0,0.0
2014-03-07,170.98,173.07,170.81,4559003217899.0,0.0
2014-03-06,172.85,173.04,172.26,4608925485880.0,0.0
2014-03-05,171.58,172.21,171.53,4574930454775.0,0.0
2014-03-04,171.57,171.57,169.0,4574590983644.0,0.0
2014-03-03,168.16,169.77,168.01,4483725297421.0,0.0
2014-02-28,172.54,172.74,171.69,4603068433319.0,0.0
2014-02-27,172.27,172.85,171.17,4595904157983.0,0.0
2014-02-26,172.83,172.84,172.3,4610730855648.0,0.0
2014-02-25,172.68,172.7,171.83,4606862631758.0,0.0
2014-02-24,172.54,172.54,170.43,4602969937721.0,0.0
2014-02-21,169.34,169.39,168.68,4517735376159.0,0.0
2014-02-20,168.6,168.6,166.57,4497984792128.0,0.0
2014-02-19,168.12,0.0,0.0,4485091701488.0,61844436111728.0
2014-02-18,166.77,0.0,0.0,4451263273398.0,14953418398089.0
2014-02-17,168.19,168.42,167.61,4489247793978.0,0.0
2014-02-14,167.22,167.44,166.45,4463351798233.0,0.0
2014-02-13,166.72,166.72,165.33,4449956353202.0,0.0
2014-02-12,166.75,167.89,166.75,4450850920381.0,0.0
2014-02-11,167.15,167.15,165.51,4461530087092.0,0.0
2014-02-10,164.86,165.07,164.42,4400320313192.0,0.0
2014-02-07,164.37,164.56,163.8,4387267962892.0,0.0
2014-02-06,163.68,164.28,162.24,4368957690976.0,0.0
2014-02-05,161.39,0.0,0.0,4307826100336.0,0.0
2014-02-04,159.9,160.17,159.1,4267982730409.0,0.0
2014-02-03,160.49,163.55,160.39,4283772269457.0,0.0
2014-01-31,162.68,162.91,161.31,4343042073183.0,0.0
2014-01-30,162.55,163.34,161.76,4339471219438.0,0.0
2014-01-29,163.2,165.5,161.77,4356962702464.0,0.0
2014-01-28,164.25,164.54,163.18,4385018377543.0,0.0
2014-01-27,163.8,164.16,162.76,4373070416772.0,0.0
2014-01-24,164.32,0.0,0.0,4386980788006.0,0.0
2014-01-23,167.04,0.0,0.0,4459251945055.0,0.0
2014-01-22,168.93,0.0,0.0,4509626355687.0,0.0
2014-01-21,168.34,0.0,0.0,4493843055098.0,0.0
2014-01-20,168.47,0.0,0.0,4497511448261.0,0.0
2014-01-17,168.71,0.0,0.0,4503753326585.0,0.0
2014-01-16,168.03,0.0,0.0,4485618163399.0,0.0
2014-01-15,168.01,0.0,0.0,4485250923970.0,0.0
2014-01-14,165.78,0.0,0.0,4425746547135.0,0.0
2014-01-13,166.34,0.0,0.0,4440555246590.0,0.0
2014-01-10,166.42,0.0,0.0,4442598139882.0,0.0
2014-01-09,165.53,0.0,0.0,4418987890391.0,0.0
2014-01-08,165.39,0.0,0.0,4415169326874.0,0.0
2014-01-07,165.42,0.0,0.0,4415973956760.0,0.0
2014-01-03,165.05,0.0,0.0,4406032483721.0,0.0
2014-01-02,164.81,0.0,0.0,4399719380351.0,0.0
2013-12-30,165.69,0.0,0.0,4341131886710.0,0.0
2013-12-27,165.92,0.0,0.0,4347149527522.0,0.0
2013-12-23,164.38,0.0,0.0,4306832191396.0,0.0
2013-12-20,163.03,163.19,161.58,4271624175209.0,0.0
2013-12-19,162.04,162.04,160.25,4245495677710.0,0.0
2013-12-18,158.75,159.0,158.05,4159360449102.0,0.0
2013-12-17,157.44,158.61,157.41,4125072571191.0,0.0
2013-12-16,157.94,157.94,156.11,4138119359023.0,0.0
2013-12-13,156.18,156.87,155.88,4092030545168.0,0.0
2013-12-12,156.1,157.32,155.91,4089831096795.0,0.0
2013-12-11,157.68,158.66,157.47,4131293454752.0,0.0
2013-12-10,157.94,159.21,157.54,4138200262646.0,0.0
2013-12-09,159.29,159.31,158.18,4173552976902.0,0.0
2013-12-06,158.27,158.75,157.07,4156977951878.0,0.0
2013-12-05,157.63,159.26,157.63,4140133935729.0,0.0
2013-12-04,158.64,159.67,157.57,4167963993096.0,0.0
2013-12-03,159.05,161.88,158.83,4178688698322.0,0.0
2013-12-02,161.92,162.45,161.63,4254213627096.0,0.0
2013-11-29,162.31,163.08,162.31,4264908712126.0,0.0
2013-11-28,163.15,163.29,162.65,4287197959398.0,0.0
2013-11-27,162.58,162.71,161.92,4272072757585.0,0.0
2013-11-26,161.97,162.11,161.72,4255993372638.0,0.0
2013-11-25,161.9,161.9,161.38,4254163925214.0,0.0
2013-11-22,160.95,160.95,160.16,4229388275904.0,0.0
2013-11-21,160.11,160.11,159.1,4207258168712.0,0.0
2013-11-20,160.53,160.91,160.0,4218347363654.0,0.0
2013-11-19,161.05,161.23,160.68,4231881704206.0,0.0
2013-11-18,161.61,161.61,160.24,4246479331330.0,14132397929060.0
2013-11-15,160.5,160.54,159.78,4217571591034.0,0.0
2013-11-14,159.5,159.76,158.98,4191289495062.0,0.0
2013-11-13,158.11,0.0,0.0,4154970194034.0,0.0
2013-11-12,158.9,0.0,0.0,4175668341330.0,0.0
2013-11-11,159.75,159.8,159.21,4197998779854.0,0.0
2013-11-08,159.03,159.53,158.28,4178896730286.0,0.0
2013-11-07,159.3,160.47,158.72,4186023455508.0,0.0
2013-11-06,159.04,159.53,158.05,4179322257947.0,0.0
2013-11-05,157.86,159.1,157.54,4148214882919.0,0.0
2013-11-04,158.62,159.09,158.48,4168197020072.0,0.0
2013-11-01,158.22,0.0,0.0,4157760262840.0,0.0
2013-10-31,158.77,159.42,158.48,4173976765856.0,0.0
2013-10-30,159.62,160.12,159.27,4196347721167.0,0.0
2013-10-29,159.64,160.04,159.18,4197042667795.0,0.0
2013-10-28,159.51,160.42,159.27,4193473381487.0,0.0
2013-10-25,159.91,160.15,159.28,4204027235641.0,0.0
2013-10-24,160.99,160.99,160.02,4232535408200.0,0.0
2013-10-23,160.09,160.42,159.85,4208766461819.0,0.0
2013-10-22,160.95,160.99,160.06,4231483741077.0,0.0
2013-10-21,159.89,160.1,159.16,4203588337562.0,0.0
2013-10-18,158.91,158.91,157.12,4177860359311.0,0.0
2013-10-17,156.68,157.1,155.86,4119029995458.0,0.0
2013-10-16,156.69,156.76,155.19,4119363848601.0,0.0
2013-10-15,156.63,157.39,156.34,4116432927285.0,0.0
2013-10-14,155.75,156.05,155.28,4093268482125.0,0.0
2013-10-11,156.64,156.72,156.05,4116658695017.0,0.0
2013-10-10,155.87,156.0,153.7,4096441060708.0,0.0
2013-10-09,152.91,154.03,152.74,4018612802557.0,0.0
2013-10-08,153.66,154.42,153.49,4038263578902.0,0.0
2013-10-07,154.42,154.83,153.56,4058256769911.0,0.0
2013-10-04,155.11,155.89,155.0,4076395608750.0,0.0
2013-10-03,155.68,156.96,155.52,4091409809174.0,0.0
2013-10-02,156.13,156.69,155.58,4103215578829.0,0.0
2013-10-01,157.12,157.18,155.93,4129149665718.0,0.0
2013-09-30,156.14,156.36,155.41,4103950344239.0,0.0
2013-09-27,157.36,158.54,157.06,4136108593031.0,0.0
2013-09-26,158.06,158.35,157.87,4154402483202.0,0.0
2013-09-25,157.32,158.56,157.05,4134870688401.0,0.0
2013-09-24,159.19,159.19,158.34,4184199042242.0,0.0
2013-09-23,158.31,159.71,158.15,4161081614565.0,0.0
2013-09-20,159.59,159.79,159.38,4194641983935.0,0.0
2013-09-19,159.76,160.33,159.38,4199041530535.0,0.0
2013-09-18,158.39,158.45,157.83,4163182132305.0,0.0
2013-09-17,158.17,158.57,158.17,4157389572025.0,0.0
2013-09-16,158.68,158.91,158.26,4170766186143.0,0.0
2013-09-13,157.33,157.39,156.83,4135191800177.0,0.0
2013-09-12,157.53,157.96,157.18,4140501515287.0,0.0
2013-09-11,157.76,158.11,157.21,4146515622745.0,0.0
2013-09-10,157.44,157.44,155.86,4138103447827.0,0.0
2013-09-09,155.1,155.35,154.4,4076614642171.0,0.0
2013-09-06,155.17,155.24,154.03,4078449968198.0,0.0
2013-09-05,154.59,155.22,154.26,4063180853237.0,0.0
2013-09-04,154.3,154.5,153.08,4055644593704.0,8111289187409.0
2013-09-03,153.63,153.88,152.38,4038796074998.0,0.0
2013-09-02,152.81,152.89,151.59,4017066099323.0,0.0
2013-08-30,150.66,151.95,150.64,3960714611546.0,0.0
2013-08-29,151.7,151.85,151.08,3988126563016.0,0.0
2013-08-28,150.86,151.75,149.86,3966039105450.0,0.0
2013-08-27,151.77,153.74,151.48,3989959529182.0,0.0
2013-08-26,154.31,0.0,0.0,4056712400354.0,0.0
2013-08-23,154.13,0.0,0.0,4051866307097.0,0.0
2013-08-22,153.34,0.0,0.0,4031205889866.0,0.0
2013-08-21,152.03,0.0,0.0,3996753877024.0,0.0
2013-08-20,154.36,0.0,0.0,4057730434680.0,0.0
2013-08-19,154.94,0.0,0.0,4073009136742.0,13271594796390.0
2013-08-16,155.34,0.0,0.0,4083880979839.0,0.0
2013-08-15,154.08,0.0,0.0,4050565811953.0,0.0
2013-08-14,156.04,0.0,0.0,4102183674040.0,26983253523063.0
2013-08-13,155.64,0.0,0.0,4092691577811.0,0.0
2013-08-12,154.86,0.0,0.0,4072117305557.0,0.0
2013-08-09,154.89,0.0,0.0,4072927119339.0,0.0
2013-08-08,154.26,0.0,0.0,4056405902602.0,0.0
2013-08-07,153.47,0.0,0.0,4035514563195.0,0.0
2013-08-06,153.86,0.0,0.0,4045718763224.0,0.0
2013-08-05,154.97,0.0,0.0,4075094891541.0,0.0
2013-08-02,154.72,0.0,0.0,4068350740670.0,0.0
2013-08-01,154.63,0.0,0.0,4066140773642.0,0.0
2013-07-31,152.8,0.0,0.0,4018240219188.0,0.0
2013-07-30,153.02,0.0,0.0,4024084860057.0,0.0
2013-07-29,151.99,0.0,0.0,3996996048464.0,0.0
2013-07-26,152.06,153.14,151.69,3998809374348.0,0.0
2013-07-25,152.66,152.66,151.36,4014568993885.0,0.0
2013-07-24,152.44,152.66,151.27,4008841719928.0,0.0
2013-07-23,150.82,151.37,150.63,3966115442302.0,0.0
2013-07-22,150.36,151.71,150.0,3954122816339.0,0.0
2013-07-19,151.37,151.37,150.14,3980659003680.0,0.0
2013-07-18,151.26,151.5,150.15,3977820966482.0,0.0
2013-07-17,150.49,151.21,149.76,3957644637695.0,0.0
2013-07-16,150.58,151.27,150.36,3959961237016.0,0.0
2013-07-15,150.74,151.52,150.58,3964099764644.0,0.0
2013-07-12,150.24,150.91,150.24,3950928555947.0,0.0
2013-07-11,150.24,150.24,149.47,3951025219156.0,0.0
2013-07-10,148.22,148.33,147.03,3897792063678.0,0.0
2013-07-09,148.04,148.04,147.0,3893070353738.0,0.0
2013-07-08,146.6,147.06,145.49,3855266500064.0,0.0
2013-07-05,144.83,147.01,144.57,3808767087385.0,0.0
2013-07-04,145.69,146.04,143.75,3831271412973.0,0.0
2013-07-03,143.18,143.2,141.75,3765235692171.0,0.0
2013-07-02,143.96,144.47,142.94,3785772309331.0,0.0
2013-07-01,144.21,144.27,142.52,3792470958372.0,0.0
2013-06-28,142.58,144.46,142.51,3750615516691.0,0.0
2013-06-27,143.85,144.0,141.85,3783984414194.0,0.0
2013-06-26,141.88,142.21,140.05,3732095896554.0,0.0
2013-06-25,139.98,140.48,138.74,3682282467968.0,0.0
2013-06-24,137.84,140.28,137.74,3625925708969.0,0.0
2013-06-20,141.3,144.21,141.21,3717019334261.0,0.0
2013-06-19,145.66,147.67,145.66,3831577916361.0,0.0
2013-06-18,147.82,148.12,146.68,3888360204788.0,0.0
2013-06-17,147.45,147.95,146.17,3878759896020.0,0.0
2013-06-14,145.87,146.9,145.58,3837181118725.0,0.0
2013-06-13,145.48,145.53,143.43,3826901884179.0,0.0
2013-06-12,146.02,147.73,145.95,3840883757455.0,0.0
2013-06-11,146.81,147.68,146.24,3861731195179.0,0.0
2013-06-10,147.94,148.45,147.62,3891567052564.0,0.0
2013-06-07,147.99,148.59,145.97,3892759814269.0,0.0
2013-06-05,147.18,149.58,146.98,3871592586513.0,0.0
2013-06-04,149.9,151.26,149.7,3942918843561.0,0.0
2013-06-03,150.02,151.5,149.23,3942549666105.0,0.0
2013-05-31,150.73,152.01,150.22,3963263481589.0,0.0
2013-05-30,152.02,152.36,150.98,3997117769573.0,0.0
2013-05-29,151.64,153.45,151.5,3987194678812.0,69956069706167.0
2013-05-28,154.16,154.29,153.12,4054602210337.0,0.0
2013-05-27,152.57,152.57,151.39,4012677162677.0,0.0
2013-05-24,150.9,152.39,150.66,3968892827470.0,6945562448073.0
2013-05-23,151.62,152.78,150.64,3987976769030.0,0.0
2013-05-22,155.32,155.65,154.32,4085371744141.0,61174918235379.0
2013-05-21,154.58,154.58,153.24,4066542676557.0,0.0
